Number,Name,Parent (SMC),Parent name (SMC),Section,Region,Area,Island,Topo Section,County,Classification,Map 1:50k,Map 1:25k,Metres,Feet,Grid ref,Grid ref 10,Drop,Col grid ref,Col height,Feature,Observations,Survey,Climbed,Country,County Top,Revision,Comments,Streetmap/MountainViews,Google Maps,Hill-bagging,Xcoord,Ycoord,Latitude,Longitude,GridrefXY,_Section,Parent (Ma),Parent name (Ma),MVNumber,Ma,Ma=,Hu,Hu=,Tu,Sim,5,M,MT,F,C,G,D,DT,Hew,N,Dew,DDew,HF,4,3,2,1,0,W,WO,B,E,HHB,Sy,Fel,CoH,CoH=,CoU,CoU=,CoA,CoA=,CoL,CoL=,SIB,sMa,sHu,sSim,s5,s4,Mur,CT,GT,BL,Bg,Y,Cm,T100,xMT,xC,xG,xN,xDT,Dil,VL,A,Ca,Bin,O,Un,canonical_id,source_dataset,source_version,source_url,source_file_name,source_file_size_bytes,source_sha256,source_csv_sha256,source_downloaded_at_utc,source_licence,source_attribution,country_normalized,latitude_normalized,longitude_normalized,elevation_m_normalized,prominence_m_normalized,summit_verification_status,gpt_review_status,gpt_flags,claude_review_status,claude_flags,discrepancy_status,import_status,qa_status,qa_flags
15484,Waun Fawr,,,31C,31C: South-West Wales,,,WM06 Cwmcerwyn-brandy,Carmarthenshire [Sir Gaerfyrddin],1,145 158,177 185,149,489,SN236231,,35,SN238239,114,,,,,W,,25-Jan-24,,"https://www.streetmap.co.uk/map?X=223600&Y=223100&SV=223600,223100&A=Y&Z=115","https://www.google.com/maps/search/?api=1&query=51.878501,-4.564162",https://www.hill-bagging.co.uk/hill-view/?qu=S&rf=15484,223600,223100,51.878501,-4.564162,SN2360023100,31.3,2213,Frenni Fawr,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dobih:15484,DoBIH,18.5,https://www.hill-bagging.co.uk/dobih-downloads/hillcsv.zip,DoBIH_v18_5.csv,13396947,0c39e13ac59dd3fa172ac21dd56dd0f6fef19a14af47c7a5a444cce691e9f021,d27bc69dbb6d30a6f171ef277408831fe8763fc9043422f4e375e63f4cc190ea,2026-08-25T14:26:29+00:00,Creative Commons Attribution 4.0 International (CC BY 4.0) (https://creativecommons.org/licenses/by/4.0/),The Database of British and Irish Hills v18.5; https://www.hill-bagging.co.uk/dobih,Wales,51.878501,-4.564162,149,35,source_backed,pending,,pending,,pending,not_imported,warning,duplicate_name
15489,Penlan,,,31C,31C: South-West Wales,,,WM06 Cwmcerwyn-brandy,Carmarthenshire [Sir Gaerfyrddin],1,158,177,145,476,SN201192,,47,SN198195,98,,flat summit area,,,W,,20-Jan-12,,"https://www.streetmap.co.uk/map?X=220100&Y=219200&SV=220100,219200&A=Y&Z=115","https://www.google.com/maps/search/?api=1&query=51.842354,-4.612923",https://www.hill-bagging.co.uk/hill-view/?qu=S&rf=15489,220100,219200,51.842354,-4.612923,SN2010019200,31.3,2213,Frenni Fawr,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dobih:15489,DoBIH,18.5,https://www.hill-bagging.co.uk/dobih-downloads/hillcsv.zip,DoBIH_v18_5.csv,13396947,0c39e13ac59dd3fa172ac21dd56dd0f6fef19a14af47c7a5a444cce691e9f021,d27bc69dbb6d30a6f171ef277408831fe8763fc9043422f4e375e63f4cc190ea,2026-08-25T14:26:29+00:00,Creative Commons Attribution 4.0 International (CC BY 4.0) (https://creativecommons.org/licenses/by/4.0/),The Database of British and Irish Hills v18.5; https://www.hill-bagging.co.uk/dobih,Wales,51.842354,-4.612923,145,47,source_backed,pending,,pending,,pending,not_imported,warning,duplicate_name
15491,Carn Gelli,,,31C,31C: South-West Wales,,,WM06 Cwmcerwyn-brandy,Pembrokeshire [Sir Benfro],1,157,0035E 0035W,143.5,471,SM982375,SM 98236 37537,55.2,SM 9917 3689,88.3,not recorded,Carn Bica 160m N is probably lower,,,W,,23-Feb-25,,"https://www.streetmap.co.uk/map?X=198233&Y=237532&SV=198233,237532&A=Y&Z=115","https://www.google.com/maps/search/?api=1&query=51.999484,-4.940677",https://www.hill-bagging.co.uk/hill-view/?qu=S&rf=15491,198233,237532,51.999484,-4.940677,SM9823337532,31.3,2215,Mynydd Carningli,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dobih:15491,DoBIH,18.5,https://www.hill-bagging.co.uk/dobih-downloads/hillcsv.zip,DoBIH_v18_5.csv,13396947,0c39e13ac59dd3fa172ac21dd56dd0f6fef19a14af47c7a5a444cce691e9f021,d27bc69dbb6d30a6f171ef277408831fe8763fc9043422f4e375e63f4cc190ea,2026-08-25T14:26:29+00:00,Creative Commons Attribution 4.0 International (CC BY 4.0) (https://creativecommons.org/licenses/by/4.0/),The Database of British and Irish Hills v18.5; https://www.hill-bagging.co.uk/dobih,Wales,51.999484,-4.940677,143.5,55.2,source_backed,pending,,pending,,pending,not_imported,warning,duplicate_name
15511,Y Gaer,,,30E,30E: Bala to Welshpool,,,WM01 Carneddwen-golfa,Powys,1,126,239 240,130.4,428,SJ204155,SJ 20415 15567,37,SJ211160,93,ground by concrete structure,,Trimble GeoXH 6000,,W,,12-Sep-15,,"https://www.streetmap.co.uk/map?X=320413&Y=315563&SV=320413,315563&A=Y&Z=115","https://www.google.com/maps/search/?api=1&query=52.73184,-3.180053",https://www.hill-bagging.co.uk/hill-view/?qu=S&rf=15511,320413,315563,52.73184,-3.180053,SJ2041315563,30.5,2136,Y Golfa,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dobih:15511,DoBIH,18.5,https://www.hill-bagging.co.uk/dobih-downloads/hillcsv.zip,DoBIH_v18_5.csv,13396947,0c39e13ac59dd3fa172ac21dd56dd0f6fef19a14af47c7a5a444cce691e9f021,d27bc69dbb6d30a6f171ef277408831fe8763fc9043422f4e375e63f4cc190ea,2026-08-25T14:26:29+00:00,Creative Commons Attribution 4.0 International (CC BY 4.0) (https://creativecommons.org/licenses/by/4.0/),The Database of British and Irish Hills v18.5; https://www.hill-bagging.co.uk/dobih,Wales,52.73184,-3.180053,130.4,37,source_backed,pending,,pending,,pending,not_imported,warning,duplicate_name
15527,Allt y Ddinas,,,31C,31C: South-West Wales,,,WM05 Drygarn-epynt,Cardiganshire [Ceredigion],1,145,185 198W,104,341,SN318433,SN 31812 43328,37,SN316435,67,no feature,flat summit area,,,W,,20-Jan-12,,"https://www.streetmap.co.uk/map?X=231809&Y=243323&SV=231809,243323&A=Y&Z=115","https://www.google.com/maps/search/?api=1&query=52.062693,-4.454932",https://www.hill-bagging.co.uk/hill-view/?qu=S&rf=15527,231809,243323,52.062693,-4.454932,SN3180943323,31.3,2221,Rhos Ymryson,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dobih:15527,DoBIH,18.5,https://www.hill-bagging.co.uk/dobih-downloads/hillcsv.zip,DoBIH_v18_5.csv,13396947,0c39e13ac59dd3fa172ac21dd56dd0f6fef19a14af47c7a5a444cce691e9f021,d27bc69dbb6d30a6f171ef277408831fe8763fc9043422f4e375e63f4cc190ea,2026-08-25T14:26:29+00:00,Creative Commons Attribution 4.0 International (CC BY 4.0) (https://creativecommons.org/licenses/by/4.0/),The Database of British and Irish Hills v18.5; https://www.hill-bagging.co.uk/dobih,Wales,52.062693,-4.454932,104,37,source_backed,pending,,pending,,pending,not_imported,warning,duplicate_name
15550,Gorse Hill,,,31C,31C: South-West Wales,,Skomer,IW02 Ramsey-caldey,Pembrokeshire [Sir Benfro],"0,SIB",157,0036W,79,259,SM726094,SM 72693 09464,79,Sea,0,trig point,,,,W,,20-Jan-12,,"https://www.streetmap.co.uk/map?X=172690&Y=209458&SV=172690,209458&A=Y&Z=115","https://www.google.com/maps/search/?api=1&query=51.737627,-5.293673",https://www.hill-bagging.co.uk/hill-view/?qu=S&rf=15550,172690,209458,51.737627,-5.293673,SM7269009458,31.3,0,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dobih:15550,DoBIH,18.5,https://www.hill-bagging.co.uk/dobih-downloads/hillcsv.zip,DoBIH_v18_5.csv,13396947,0c39e13ac59dd3fa172ac21dd56dd0f6fef19a14af47c7a5a444cce691e9f021,d27bc69dbb6d30a6f171ef277408831fe8763fc9043422f4e375e63f4cc190ea,2026-08-25T14:26:29+00:00,Creative Commons Attribution 4.0 International (CC BY 4.0) (https://creativecommons.org/licenses/by/4.0/),The Database of British and Irish Hills v18.5; https://www.hill-bagging.co.uk/dobih,Wales,51.737627,-5.293673,79,79,source_backed,pending,,pending,,pending,not_imported,warning,duplicate_name
15552,Penlan,,,31C,31C: South-West Wales,,,WM05 Drygarn-epynt,Carmarthenshire [Sir Gaerfyrddin],0,159,177,79,259,SN314179,SN 31440 17964,42,SN312183,37,no feature: pasture,flat summit area,,,W,,20-Jan-12,,"https://www.streetmap.co.uk/map?X=231437&Y=217959&SV=231437,217959&A=Y&Z=115","https://www.google.com/maps/search/?api=1&query=51.834743,-4.447909",https://www.hill-bagging.co.uk/hill-view/?qu=S&rf=15552,231437,217959,51.834743,-4.447909,SN3143717959,31.3,2203,Drygarn Fawr,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dobih:15552,DoBIH,18.5,https://www.hill-bagging.co.uk/dobih-downloads/hillcsv.zip,DoBIH_v18_5.csv,13396947,0c39e13ac59dd3fa172ac21dd56dd0f6fef19a14af47c7a5a444cce691e9f021,d27bc69dbb6d30a6f171ef277408831fe8763fc9043422f4e375e63f4cc190ea,2026-08-25T14:26:29+00:00,Creative Commons Attribution 4.0 International (CC BY 4.0) (https://creativecommons.org/licenses/by/4.0/),The Database of British and Irish Hills v18.5; https://www.hill-bagging.co.uk/dobih,Wales,51.834743,-4.447909,79,42,source_backed,pending,,pending,,pending,not_imported,warning,duplicate_name
15559,Foel Fawr,,,31C,31C: South-West Wales,,Ramsey,IW02 Ramsey-caldey,Pembrokeshire [Sir Benfro],0,157,0035W,72,236,SM705225,SM 70540 22573,30,SM705226,42,outcrop,small pointed outcrop 3m SW is slightly lower,,,W,,05-Dec-12,,"https://www.streetmap.co.uk/map?X=170537&Y=222567&SV=170537,222567&A=Y&Z=115","https://www.google.com/maps/search/?api=1&query=51.854416,-5.333474",https://www.hill-bagging.co.uk/hill-view/?qu=S&rf=15559,170537,222567,51.854416,-5.333474,SM7053722567,31.3,0,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dobih:15559,DoBIH,18.5,https://www.hill-bagging.co.uk/dobih-downloads/hillcsv.zip,DoBIH_v18_5.csv,13396947,0c39e13ac59dd3fa172ac21dd56dd0f6fef19a14af47c7a5a444cce691e9f021,d27bc69dbb6d30a6f171ef277408831fe8763fc9043422f4e375e63f4cc190ea,2026-08-25T14:26:29+00:00,Creative Commons Attribution 4.0 International (CC BY 4.0) (https://creativecommons.org/licenses/by/4.0/),The Database of British and Irish Hills v18.5; https://www.hill-bagging.co.uk/dobih,Wales,51.854416,-5.333474,72,30,source_backed,pending,,pending,,pending,not_imported,warning,duplicate_name
15563,Golden Hill,,,31C,31C: South-West Wales,,,WM06 Cwmcerwyn-brandy,Pembrokeshire [Sir Benfro],0,157 158,0036E,69,226,SM989022,SM 98966 02277,40,SM996024,29,ground by SW side of covered reservoir,,,,W,,25-Jan-24,,"https://www.streetmap.co.uk/map?X=198963&Y=202271&SV=198963,202271&A=Y&Z=115","https://www.google.com/maps/search/?api=1&query=51.683133,-4.909559",https://www.hill-bagging.co.uk/hill-view/?qu=S&rf=15563,198963,202271,51.683133,-4.909559,SM9896302271,31.3,2224,Brandy Hill,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dobih:15563,DoBIH,18.5,https://www.hill-bagging.co.uk/dobih-downloads/hillcsv.zip,DoBIH_v18_5.csv,13396947,0c39e13ac59dd3fa172ac21dd56dd0f6fef19a14af47c7a5a444cce691e9f021,d27bc69dbb6d30a6f171ef277408831fe8763fc9043422f4e375e63f4cc190ea,2026-08-25T14:26:29+00:00,Creative Commons Attribution 4.0 International (CC BY 4.0) (https://creativecommons.org/licenses/by/4.0/),The Database of British and Irish Hills v18.5; https://www.hill-bagging.co.uk/dobih,Wales,51.683133,-4.909559,69,40,source_backed,pending,,pending,,pending,not_imported,warning,duplicate_name
15571,Dinas Mawr,,,31C,31C: South-West Wales,,,WM06 Cwmcerwyn-brandy,Pembrokeshire [Sir Benfro],Un,157,0035W,58,190,SM887386,SM 88778 38682,22,SM888387,36,no feature,,,,W,,23-May-20,demoted Tump May 2020,"https://www.streetmap.co.uk/map?X=188775&Y=238677&SV=188775,238677&A=Y&Z=115","https://www.google.com/maps/search/?api=1&query=52.006245,-5.078955",https://www.hill-bagging.co.uk/hill-view/?qu=S&rf=15571,188775,238677,52.006245,-5.078955,SM8877538677,31.3,2208,Foel Cwmcerwyn,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,dobih:15571,DoBIH,18.5,https://www.hill-bagging.co.uk/dobih-downloads/hillcsv.zip,DoBIH_v18_5.csv,13396947,0c39e13ac59dd3fa172ac21dd56dd0f6fef19a14af47c7a5a444cce691e9f021,d27bc69dbb6d30a6f171ef277408831fe8763fc9043422f4e375e63f4cc190ea,2026-08-25T14:26:29+00:00,Creative Commons Attribution 4.0 International (CC BY 4.0) (https://creativecommons.org/licenses/by/4.0/),The Database of British and Irish Hills v18.5; https://www.hill-bagging.co.uk/dobih,Wales,52.006245,-5.078955,58,22,source_backed,pending,,pending,,pending,not_imported,warning,duplicate_name
15577,North Hill,,,31C,31C: South-West Wales,,,WM06 Cwmcerwyn-brandy,Pembrokeshire [Sir Benfro],0,157 158,0036W,53,174,SM867034,SM 86729 03458,41,SM858030,12,no feature: pasture,,,,W,,15-Mar-15,,"https://www.streetmap.co.uk/map?X=186726&Y=203452&SV=186726,203452&A=Y&Z=115","https://www.google.com/maps/search/?api=1&query=51.689222,-5.087031",https://www.hill-bagging.co.uk/hill-view/?qu=S&rf=15577,186726,203452,51.689222,-5.087031,SM8672603452,31.3,2224,Brandy Hill,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dobih:15577,DoBIH,18.5,https://www.hill-bagging.co.uk/dobih-downloads/hillcsv.zip,DoBIH_v18_5.csv,13396947,0c39e13ac59dd3fa172ac21dd56dd0f6fef19a14af47c7a5a444cce691e9f021,d27bc69dbb6d30a6f171ef277408831fe8763fc9043422f4e375e63f4cc190ea,2026-08-25T14:26:29+00:00,Creative Commons Attribution 4.0 International (CC BY 4.0) (https://creativecommons.org/licenses/by/4.0/),The Database of British and Irish Hills v18.5; https://www.hill-bagging.co.uk/dobih,Wales,51.689222,-5.087031,53,41,source_backed,pending,,pending,,pending,not_imported,warning,duplicate_name
15597,Ynys-fach,,,31C,31C: South-West Wales,,Non Tump island (t),WM06 Cwmcerwyn-brandy,Pembrokeshire [Sir Benfro],Un,157,0035W,30.6,100,SM822327,,29.1,SM 8218 3268,1.6,,,,,W,,19-Oct-18,Deleted Tump Oct 2016,"https://www.streetmap.co.uk/map?X=182200&Y=232700&SV=182200,232700&A=Y&Z=115","https://www.google.com/maps/search/?api=1&query=51.950052,-5.170798",https://www.hill-bagging.co.uk/hill-view/?qu=S&rf=15597,182200,232700,51.950052,-5.170798,SM8220032700,31.3,2208,Foel Cwmcerwyn,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,dobih:15597,DoBIH,18.5,https://www.hill-bagging.co.uk/dobih-downloads/hillcsv.zip,DoBIH_v18_5.csv,13396947,0c39e13ac59dd3fa172ac21dd56dd0f6fef19a14af47c7a5a444cce691e9f021,d27bc69dbb6d30a6f171ef277408831fe8763fc9043422f4e375e63f4cc190ea,2026-08-25T14:26:29+00:00,Creative Commons Attribution 4.0 International (CC BY 4.0) (https://creativecommons.org/licenses/by/4.0/),The Database of British and Irish Hills v18.5; https://www.hill-bagging.co.uk/dobih,Wales,51.950052,-5.170798,30.6,29.1,source_backed,pending,,pending,,pending,not_imported,warning,duplicate_name
15602,Drum Ddu,,,32A,32A: Llandovery to Monmouth,,,WM05 Drygarn-epynt,Powys,4,147 160,188,474,1555,SN979447,SN 97935 44748,36,SN962458,438,trig point,,,,W,,11-Jul-23,,"https://www.streetmap.co.uk/map?X=297932&Y=244743&SV=297932,244743&A=Y&Z=115","https://www.google.com/maps/search/?api=1&query=52.091599,-3.491231",https://www.hill-bagging.co.uk/hill-view/?qu=S&rf=15602,297932,244743,52.091599,-3.491231,SN9793244743,32.1,2270,Mynydd Epynt [Mynydd Eppynt],,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dobih:15602,DoBIH,18.5,https://www.hill-bagging.co.uk/dobih-downloads/hillcsv.zip,DoBIH_v18_5.csv,13396947,0c39e13ac59dd3fa172ac21dd56dd0f6fef19a14af47c7a5a444cce691e9f021,d27bc69dbb6d30a6f171ef277408831fe8763fc9043422f4e375e63f4cc190ea,2026-08-25T14:26:29+00:00,Creative Commons Attribution 4.0 International (CC BY 4.0) (https://creativecommons.org/licenses/by/4.0/),The Database of British and Irish Hills v18.5; https://www.hill-bagging.co.uk/dobih,Wales,52.091599,-3.491231,474,36,source_backed,pending,,pending,,pending,not_imported,warning,duplicate_name
15606,The Warren,,,32A,32A: Llandovery to Monmouth,,,WM05 Drygarn-epynt,Powys,4,147,188,467,1532,SN968470,SN 96827 47011,34,SN965467,433,no feature,flat summit area; ground to NW and SW obscured by trees,Abney level,,W,,25-Jan-24,,"https://www.streetmap.co.uk/map?X=296824&Y=247006&SV=296824,247006&A=Y&Z=115","https://www.google.com/maps/search/?api=1&query=52.111733,-3.508084",https://www.hill-bagging.co.uk/hill-view/?qu=S&rf=15606,296824,247006,52.111733,-3.508084,SN9682447006,32.1,2270,Mynydd Epynt [Mynydd Eppynt],,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dobih:15606,DoBIH,18.5,https://www.hill-bagging.co.uk/dobih-downloads/hillcsv.zip,DoBIH_v18_5.csv,13396947,0c39e13ac59dd3fa172ac21dd56dd0f6fef19a14af47c7a5a444cce691e9f021,d27bc69dbb6d30a6f171ef277408831fe8763fc9043422f4e375e63f4cc190ea,2026-08-25T14:26:29+00:00,Creative Commons Attribution 4.0 International (CC BY 4.0) (https://creativecommons.org/licenses/by/4.0/),The Database of British and Irish Hills v18.5; https://www.hill-bagging.co.uk/dobih,Wales,52.111733,-3.508084,467,34,source_backed,pending,,pending,,pending,not_imported,warning,duplicate_name
15620,Bryn Melyn,,,32A,32A: Llandovery to Monmouth,,,WS03 Penyfan-mynyddmaen,Powys,4,161,012E 013S,450.5,1478,SO109184,SO 10943 18437,38.6,SO 1099 1872,411.9,small grassy mound,,Trimble GeoXH 6000,,W,,19-Oct-14,,"https://www.streetmap.co.uk/map?X=310941&Y=218432&SV=310941,218432&A=Y&Z=115","https://www.google.com/maps/search/?api=1&query=51.857349,-3.294580",https://www.hill-bagging.co.uk/hill-view/?qu=S&rf=15620,310941,218432,51.857349,-3.29458,SO1094118432,32.1,2267,Tor y Foel,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dobih:15620,DoBIH,18.5,https://www.hill-bagging.co.uk/dobih-downloads/hillcsv.zip,DoBIH_v18_5.csv,13396947,0c39e13ac59dd3fa172ac21dd56dd0f6fef19a14af47c7a5a444cce691e9f021,d27bc69dbb6d30a6f171ef277408831fe8763fc9043422f4e375e63f4cc190ea,2026-08-25T14:26:29+00:00,Creative Commons Attribution 4.0 International (CC BY 4.0) (https://creativecommons.org/licenses/by/4.0/),The Database of British and Irish Hills v18.5; https://www.hill-bagging.co.uk/dobih,Wales,51.857349,-3.29458,450.5,38.6,source_backed,pending,,pending,,pending,not_imported,warning,duplicate_name
15629,Twyn y Gaer,,,32A,32A: Llandovery to Monmouth,Black Mountains,,WS04 Waunfach-black,Monmouthshire [Sir Fynwy],4,161,013S,427,1401,SO293219,SO 29361 21963,81,SO286235,346,cairn on grassy mound,,,,W,,20-Jan-12,,"https://www.streetmap.co.uk/map?X=329359&Y=221958&SV=329359,221958&A=Y&Z=115","https://www.google.com/maps/search/?api=1&query=51.891685,-3.027915",https://www.hill-bagging.co.uk/hill-view/?qu=S&rf=15629,329359,221958,51.891685,-3.027915,SO2935921958,32.1,2229,Waun Fach,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dobih:15629,DoBIH,18.5,https://www.hill-bagging.co.uk/dobih-downloads/hillcsv.zip,DoBIH_v18_5.csv,13396947,0c39e13ac59dd3fa172ac21dd56dd0f6fef19a14af47c7a5a444cce691e9f021,d27bc69dbb6d30a6f171ef277408831fe8763fc9043422f4e375e63f4cc190ea,2026-08-25T14:26:29+00:00,Creative Commons Attribution 4.0 International (CC BY 4.0) (https://creativecommons.org/licenses/by/4.0/),The Database of British and Irish Hills v18.5; https://www.hill-bagging.co.uk/dobih,Wales,51.891685,-3.027915,427,81,source_backed,pending,,pending,,pending,not_imported,warning,duplicate_name
15653,Cefn Bach,,,32A,32A: Llandovery to Monmouth,,,WM05 Drygarn-epynt,Powys,3,160,188,389.4,1278,SO002372,SO 00295 37296,54,SO002369,335,no feature: grass,fence bank at SO 00228 37322 is 0.4m lower in LIDAR,Trimble GeoXH 6000,,W,,25-Jan-24,LIDAR gives northern summit 0.2m lower at SO004387,"https://www.streetmap.co.uk/map?X=300293&Y=237291&SV=300293,237291&A=Y&Z=115","https://www.google.com/maps/search/?api=1&query=52.025052,-3.454617",https://www.hill-bagging.co.uk/hill-view/?qu=S&rf=15653,300293,237291,52.025052,-3.454617,SO0029337291,32.1,2270,Mynydd Epynt [Mynydd Eppynt],,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dobih:15653,DoBIH,18.5,https://www.hill-bagging.co.uk/dobih-downloads/hillcsv.zip,DoBIH_v18_5.csv,13396947,0c39e13ac59dd3fa172ac21dd56dd0f6fef19a14af47c7a5a444cce691e9f021,d27bc69dbb6d30a6f171ef277408831fe8763fc9043422f4e375e63f4cc190ea,2026-08-25T14:26:29+00:00,Creative Commons Attribution 4.0 International (CC BY 4.0) (https://creativecommons.org/licenses/by/4.0/),The Database of British and Irish Hills v18.5; https://www.hill-bagging.co.uk/dobih,Wales,52.025052,-3.454617,389.4,54,source_backed,pending,,pending,,pending,not_imported,warning,duplicate_name
15656,Gaer Fawr,,,32A,32A: Llandovery to Monmouth,,,WM05 Drygarn-epynt,Powys,3,160,188,387,1270,SO021380,SO 02117 38022,50,SO022382,337,no feature: pasture,,,,W,,20-Jan-12,,"https://www.streetmap.co.uk/map?X=302115&Y=238017&SV=302115,238017&A=Y&Z=115","https://www.google.com/maps/search/?api=1&query=52.031902,-3.428279",https://www.hill-bagging.co.uk/hill-view/?qu=S&rf=15656,302115,238017,52.031902,-3.428279,SO0211538017,32.1,2270,Mynydd Epynt [Mynydd Eppynt],,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dobih:15656,DoBIH,18.5,https://www.hill-bagging.co.uk/dobih-downloads/hillcsv.zip,DoBIH_v18_5.csv,13396947,0c39e13ac59dd3fa172ac21dd56dd0f6fef19a14af47c7a5a444cce691e9f021,d27bc69dbb6d30a6f171ef277408831fe8763fc9043422f4e375e63f4cc190ea,2026-08-25T14:26:29+00:00,Creative Commons Attribution 4.0 International (CC BY 4.0) (https://creativecommons.org/licenses/by/4.0/),The Database of British and Irish Hills v18.5; https://www.hill-bagging.co.uk/dobih,Wales,52.031902,-3.428279,387,50,source_backed,pending,,pending,,pending,not_imported,warning,duplicate_name
